client_id,identity_id,sample_count,rarity_class,richness_section,client_richness
0,6d626199-276e-4e30-9fcc-09de694be6f1,5,rare,section_1,section_1
0,9fe80e80-aa35-43e2-96c7-74335517fb74,5,rare,section_1,section_1
0,838f7692-b42f-4f95-8894-e3269bc8d100,5,rare,section_1,section_1
0,14a1f572-2a8a-4f98-b740-0d6fb9b458e6,5,rare,section_1,section_1
0,5833eda0-d461-490f-8d71-3db4587b6222,5,rare,section_1,section_1
0,fb1ee710-dcba-4201-b8b1-4fa5412ad5ad,5,rare,section_1,section_1
0,e89de0b2-1f3b-4ac3-8a1a-480595aac494,5,rare,section_1,section_1
0,809104ee-efb2-4e01-93b5-368340f145e8,5,rare,section_1,section_1
0,fed7544d-1138-4fde-91c2-ba323015fc64,5,rare,section_1,section_1
0,2f19ecbf-5bea-470e-896d-86bc03702252,5,rare,section_1,section_1
0,622a4be5-6182-470f-8050-603e804004b4,5,rare,section_1,section_1
0,d01218f6-d32d-458a-8c08-6aca4c069869,5,rare,section_1,section_1
0,0756c24d-5857-466b-bf2b-4238bab60902,5,rare,section_1,section_1
0,3737de68-0b0a-44bd-b108-45737956d45a,5,rare,section_1,section_1
0,ca672912-4a93-4fa4-be65-98b95dff7491,5,rare,section_1,section_1
0,9354aeb2-adb2-4470-ba31-ee4cbbc97ef2,5,rare,section_1,section_1
0,1265fe94-c093-4beb-9cf2-28b7eb458cab,5,rare,section_1,section_1
0,3de10760-2a56-4499-92f9-003673aa62b2,5,rare,section_1,section_1
0,e7d40588-ede3-4854-aee7-7423004fb23b,5,rare,section_1,section_1
0,ff88f9ab-31ce-4eba-a0d7-580320c62580,5,rare,section_1,section_1
0,72976e23-cf84-45cc-91bd-ab23f608c4d2,5,rare,section_1,section_1
0,4959533c-be2b-418f-8510-92fd01c92358,5,rare,section_1,section_1
0,cbd32aaf-6b5c-419a-8f73-29e54550cbb4,5,rare,section_1,section_1
0,8f083705-655b-4a17-a983-a0742d75dcb0,5,rare,section_1,section_1
0,9f82dbee-20d9-47e4-96cb-3291cb5dfc27,5,rare,section_1,section_1
0,09ddb320-0c6a-41c0-9f77-026e03dc8f81,14,abundant,section_3,section_1
4,c295572c-78f0-4b3e-bd73-3f6880e1324f,5,rare,section_1,section_4
4,5f7ddd9d-c995-4e52-b3f2-2bd2a4ef553e,5,rare,section_1,section_4
4,81ec3fac-002e-46ef-85c6-b59d338797ef,5,rare,section_1,section_4
4,3c117ea9-d8d2-4e41-b65a-317eea4d7650,11,common,section_2,section_4
4,53378f50-0422-449b-8599-b47aba592476,10,common,section_2,section_4
4,9ddbb669-6b61-4171-8255-b7b9b7a67db1,66,abundant,section_4,section_4
4,924bdc19-a3cd-467d-abcb-36702d12f270,20,abundant,section_3,section_4
4,3c375f5a-0894-41a5-8af0-0e20ce760368,18,abundant,section_3,section_4
4,2e0d0629-af46-40d0-bb63-922a27af5ab6,124,abundant,section_4,section_4
4,220e6e43-0723-4068-9d2b-08c125017361,41,abundant,section_4,section_4
4,4093e559-3154-43d3-938e-d251b69b42e9,6,common,section_1,section_4
4,4800cde0-f078-4e54-9ef4-bfe77c22a2fa,8,common,section_2,section_4
4,3e7c7443-f123-4181-aeb2-3668d36211b8,6,common,section_1,section_4
4,2fa78422-17ff-4e2f-9df0-9d2a1859c797,20,abundant,section_3,section_4
4,bf159a20-d4d1-45a0-bf61-b04abfee1a32,27,abundant,section_4,section_4
4,1bdfbe29-6b69-48e9-8c8b-d8d145bdeef3,18,abundant,section_3,section_4
4,47f3f548-3392-42c2-82d9-2637301a2061,14,abundant,section_3,section_4
4,ced5c9fe-098d-40e9-aa0f-01d3b7ad856c,60,abundant,section_4,section_4
4,18ffc687-a6fc-4f53-b226-72eaf7f66ccc,264,abundant,section_4,section_4
4,92979236-b885-4aa2-8f22-da447159f85a,156,abundant,section_4,section_4
4,cd1a0522-2a45-4bd1-a68f-dd1baa7bcd99,6,common,section_1,section_4
4,e7994de0-d045-4f97-bb9e-79cf8109ea79,9,common,section_2,section_4
4,ffc0fac2-c289-42d1-bb41-fbee88f942e4,28,abundant,section_4,section_4
4,9568025e-d634-45bb-ba9e-96a3dde71895,7,common,section_2,section_4
4,64bf337a-87a2-4a45-bd38-7ad66da3a95e,19,abundant,section_3,section_4
4,79cf7589-f1b9-4c3d-886b-5e2f9b7903ac,11,common,section_2,section_4
4,9170ae5b-fd20-48da-9bb1-cee515714e68,26,abundant,section_4,section_4
4,731cfe98-79ff-4126-97c7-6d1268fd4efc,16,abundant,section_3,section_4
4,c4877fdb-0612-4fb3-90f7-4ec508ada445,12,abundant,section_3,section_4
4,271c8bfa-8dff-44d5-9d4e-72007d7ba700,173,abundant,section_4,section_4
4,9dce1bc1-361d-45d7-9db1-2a143c732b66,222,abundant,section_4,section_4
4,7b9f88b7-e323-4e7c-ae1d-0938ec0a0073,19,abundant,section_3,section_4
4,d2fe7415-883d-4fac-9509-a5c3bf48393d,21,abundant,section_3,section_4
4,adecac15-4317-4127-8654-f465fef8e733,10,common,section_2,section_4
4,96d393be-7d3b-429f-8e51-6048a8593b47,62,abundant,section_4,section_4
4,81224356-83ce-49ab-b20d-e2c0d0edde27,6,common,section_1,section_4
4,8e37baa5-c486-4056-9db8-5d00863406bc,395,abundant,section_4,section_4
4,63824a69-3a5d-4713-81af-d2aee97abeec,65,abundant,section_4,section_4
4,5677ac0a-9e2c-4650-9b91-73fe817c31ac,16,abundant,section_3,section_4
5,b3cadf4e-6dc5-4d1a-bc0e-adc6805d9329,5,rare,section_1,section_4
5,d4b4cbc9-90b3-4f76-a615-75ac01eca88a,5,rare,section_1,section_4
5,b522fd7e-831d-4a1d-b0e2-d269c39b4e35,5,rare,section_1,section_4
5,60fcc979-17ea-4807-bbe3-781e72b45396,25,abundant,section_4,section_4
5,7cd0e8a9-826f-4770-be7c-6d3f87dee9a1,11,common,section_2,section_4
5,5f3ce145-3b75-4e42-a66c-1c545c657b8b,43,abundant,section_4,section_4
5,48db559b-abfd-40fd-aa06-33f0e16c7423,8,common,section_2,section_4
5,2c6dbe37-c4cf-41e4-a2b3-e435ea9eb046,67,abundant,section_4,section_4
5,ad3f0d5b-de87-462c-b317-937b9babd283,6,common,section_1,section_4
5,a8acd24e-546b-4e61-a1cc-9043a843a9a2,6,common,section_1,section_4
5,888afda0-3b59-4117-a89f-d310da66032b,52,abundant,section_4,section_4
5,89dc9164-8c29-4f6d-bbb9-747ba67fae60,14,abundant,section_3,section_4
5,b3fe3b6b-b045-4153-9611-041b87a680a2,17,abundant,section_3,section_4
5,29c88755-3609-47c8-81f1-d48ee826fc5e,8,common,section_2,section_4
5,e44cd531-93ca-478f-9c5f-845453f0656e,12,abundant,section_3,section_4
5,092dd05b-af5a-474c-9039-48117fed348c,6,common,section_1,section_4
5,0a0fe49c-6bc4-4a7f-acba-299be4dc3ca3,18,abundant,section_3,section_4
5,8ec2a1cc-fac7-4b7e-bcb0-4ce4d03be451,92,abundant,section_4,section_4
5,1e8a6ed0-37f1-4c7e-ae83-3fba62a9af49,9,common,section_2,section_4
5,9013c3db-3a8b-4f33-9fdb-fe4e7e5d454e,45,abundant,section_4,section_4
5,39643a79-975c-45eb-9ca0-3cb835fa9145,12,abundant,section_3,section_4
5,4f8ff8ad-8782-4a1c-be11-4aa4021a3706,6,common,section_1,section_4
5,a0d7ff43-7153-4c0d-b010-5c28a9172c9e,19,abundant,section_3,section_4
5,c300d862-2aba-42a1-8bb7-f992e1ea9dbd,15,abundant,section_3,section_4
5,f266e031-2645-45c5-bbb9-047797e37a4a,10,common,section_2,section_4
5,5f9e6723-6dd0-4ba1-bbce-936fc6e70e90,14,abundant,section_3,section_4
5,2bf7957c-ef92-416e-a15c-1b1066663757,6,common,section_1,section_4
5,73ad3a4b-9195-48d4-804f-b1fd9df95790,7,common,section_2,section_4
5,a566ddcd-8bf8-4f8e-9a61-f434b01b0799,275,abundant,section_4,section_4
5,9ec659d2-2183-4f55-8882-1fe87e13d5f4,298,abundant,section_4,section_4
5,5828f7cc-0fd0-4348-94f9-77844676247c,8,common,section_2,section_4
5,ba8ce8ba-6311-4250-95dd-5e5efa32ebd0,23,abundant,section_3,section_4
5,7dde1f68-6041-4c1c-b735-5525b69f50ac,22,abundant,section_3,section_4
5,f9fd85b1-e3bb-45a3-9cb4-06f0c04ec8c2,9,common,section_2,section_4
5,951f3bbf-f9f1-4ace-ab20-ef153169384f,107,abundant,section_4,section_4
5,e9ffb750-5aa3-48e8-9390-3dfa1c2ae629,11,common,section_2,section_4
6,efa2cf9b-bc5d-4ba3-b291-85cfe759726c,5,rare,section_1,section_4
6,4621f3e7-410e-4536-9b6d-c8ad48b7c0c8,5,rare,section_1,section_4
6,96372678-43c8-42fd-b929-11dc9ba6f4e9,6,common,section_1,section_4
6,1eec726a-99dd-403e-9cbb-aa4428fa3cf6,43,abundant,section_4,section_4
6,722b8c92-6bd8-4224-9079-332dbcab2e48,6,common,section_1,section_4
6,b4ba6753-bb00-4b50-b1fd-05e48e5472b8,9,common,section_2,section_4
6,1e869eda-07c6-4f08-a932-d9a04c207dbf,22,abundant,section_3,section_4
6,8f76acd2-f3ba-4c7a-a00f-bb71343d2356,6,common,section_1,section_4
6,8f0e6106-f58a-48c0-be8f-e300ba913c01,8,common,section_2,section_4
6,1662812e-a722-4e7c-b0e5-1a60da1775b4,12,abundant,section_3,section_4
6,89304cca-2107-4be4-9e89-1446d2a6f165,9,common,section_2,section_4
6,2039c9dc-9b2d-41c0-9ffd-4bd5297813ed,48,abundant,section_4,section_4
6,1a93779a-14ac-4d13-a18e-2517c5a2e0fa,8,common,section_2,section_4
6,d797dc02-2bcd-4c82-9e1a-0a6a63a4ed4e,28,abundant,section_4,section_4
6,5a49e71c-125f-4ca7-aaae-4d7eab110cc7,10,common,section_2,section_4
6,8b295791-aaf6-4caf-a32a-2d4785098e87,411,abundant,section_4,section_4
6,3be270aa-bd51-4e25-b09f-1eb2d15838cc,58,abundant,section_4,section_4
6,19d388ba-111f-4b95-8b39-de07c9423b2d,9,common,section_2,section_4
6,93628969-5284-4115-b362-137abf93aacb,39,abundant,section_4,section_4
6,4b50b981-92fe-4e4f-8a00-3333efe792dd,22,abundant,section_3,section_4
6,23078cd2-337a-4f60-b5d1-31cff51b9c47,23,abundant,section_3,section_4
6,69a226bb-64a0-4357-9f62-dcc80f403579,33,abundant,section_4,section_4
6,6884b482-7e06-461c-ab3e-42e3ac27511f,6,common,section_1,section_4
6,69b85f85-50d6-4cc6-8f79-a555afeee830,12,abundant,section_3,section_4
6,1ba4a787-80e1-4915-97da-06ae1f4c3588,19,abundant,section_3,section_4
6,9a3319f8-f480-4cf0-b917-32bb8998f81b,7,common,section_2,section_4
6,84a2c56b-d51a-4883-8fde-33a11004fffc,34,abundant,section_4,section_4
6,e630def4-c4c2-49fd-b0f4-87e34da60a1a,7,common,section_2,section_4
6,04b263b2-90cf-40a6-bbbc-172824b130f0,12,abundant,section_3,section_4
6,4f583226-f799-4639-8041-adc3731bb4b5,6,common,section_1,section_4
6,acf48be9-1b25-40c0-9c5f-5218ba5c3920,10,common,section_2,section_4
3,ef22f161-9923-4e3a-adc5-d315576c157c,5,rare,section_1,section_4
3,3db15604-e774-4cce-a094-e5e4a5d24725,5,rare,section_1,section_4
3,ab07eaed-765a-4faa-b4ce-43992596395a,7,common,section_2,section_4
3,f1120b0e-e58a-4b04-96a9-2351cba3546a,16,abundant,section_3,section_4
3,c3a937f1-f565-46c5-affb-4f6070efc3e0,55,abundant,section_4,section_4
3,8b1b355c-caac-4e10-8135-0f5132c70f47,6,common,section_1,section_4
3,f54eeeb1-cab5-454a-adf3-fcd8c4a2b4a5,169,abundant,section_4,section_4
3,f6195900-8fc6-4d89-a37c-f82a956d1086,14,abundant,section_3,section_4
3,277d5b22-d689-48fc-9d02-ba9a3a39b322,7,common,section_2,section_4
3,5d4eb46f-f5f8-418f-bbf9-00007edae5c8,14,abundant,section_3,section_4
3,d2e54dbb-5353-463a-8db3-749139ad6409,7,common,section_2,section_4
3,a1d0fd59-883e-4e53-a313-6264f2f247fa,129,abundant,section_4,section_4
3,1c938299-6ff9-4d8b-aaeb-4f8d372093c2,19,abundant,section_3,section_4
3,5c4148f1-d035-4c6f-acf9-702c84d906fc,8,common,section_2,section_4
3,fe41dc85-e196-4e03-9cd2-156a49feaac4,10,common,section_2,section_4
3,72d1db85-7b88-402f-9326-29fb6f692dda,19,abundant,section_3,section_4
3,8a3563e1-e39f-4158-b4c5-3c7685f09bcb,25,abundant,section_4,section_4
3,6948d96b-0b5c-422b-a65d-e5098b613b81,53,abundant,section_4,section_4
3,559a4a0f-4fa5-46f6-af56-f7aa36bf35dd,23,abundant,section_3,section_4
3,41c4f32a-6ede-4aab-95ab-13ec16610e51,9,common,section_2,section_4
3,8fe3c161-b0c1-4e40-b3ba-998b37272b23,11,common,section_2,section_4
3,81ad30d8-15c7-492e-918b-d9592d8f3f08,232,abundant,section_4,section_4
3,f2abff83-5163-4560-be53-9421cac22d71,9,common,section_2,section_4
3,bddd9524-d4a1-4ac2-877b-459211f7acc5,34,abundant,section_4,section_4
3,48586dfd-d491-4c06-91b9-2fbfcf5c6cdd,37,abundant,section_4,section_4
3,a00094fa-7300-40e4-bc80-9c13f376c31f,24,abundant,section_4,section_4
3,e3c1078a-aaed-42f2-85ae-e1d3b618cdee,11,common,section_2,section_4
3,36463c1d-cc84-450e-aece-73613ae5c97b,13,abundant,section_3,section_4
3,13ed75ce-17fe-4e6b-aa82-cf2ff7a3473e,6,common,section_1,section_4
3,e19c3dc4-0122-4c0a-be99-fbdb3e4741ef,120,abundant,section_4,section_4
3,0d3642d3-39fd-452a-8fe5-b0daa2f623e0,19,abundant,section_3,section_4
3,8bbe7eee-ece7-4600-9347-8aabd899cb77,15,abundant,section_3,section_4
3,8aeb0450-bd20-4521-8282-5b5703c348c4,10,common,section_2,section_4
3,f783fc6c-f22a-4b35-a37b-b814ca4cc68e,19,abundant,section_3,section_4
3,f1116150-8ea6-4a26-a0b8-90208a8a2248,23,abundant,section_3,section_4
3,3b4882e7-1b66-4c8d-8786-be8f5cc69ee8,10,common,section_2,section_4
3,c7fa3bc1-65ee-4028-86a7-a64b841d5dba,10,common,section_2,section_4
3,001e71df-ed06-43b6-bfdc-6beac644b1de,14,abundant,section_3,section_4
3,863f2925-6037-4ce5-b1c6-7aeb88bbf48d,10,common,section_2,section_4
2,e91455e2-1c59-4e24-ae02-de0cccf6c9eb,7,common,section_2,section_3
2,63b9cd1a-b09e-4b31-87cb-25957569c4c8,11,common,section_2,section_3
2,59e30bdf-a8e4-4f2f-b003-2a84e2cd7384,6,common,section_1,section_3
2,ad886592-f2e1-4a83-84dd-aa9ca3b8763c,40,abundant,section_4,section_3
2,16ba6dc5-6ea0-47df-b912-53660db9e8cd,28,abundant,section_4,section_3
2,ec27531a-bb48-414f-9a96-6db82f04a74e,10,common,section_2,section_3
2,3d8b57b0-4a3d-462f-b49b-eccc67b11565,9,common,section_2,section_3
2,63c5ceae-dd9d-4d51-83da-8dc4953530b4,9,common,section_2,section_3
2,2112bdfc-4c7c-4c2a-8cfa-28ea45bf1599,214,abundant,section_4,section_3
2,1cb4c51e-e61d-4c4f-9bca-fd08c9164883,6,common,section_1,section_3
2,159886bb-f624-4e29-b59a-100c5741beef,9,common,section_2,section_3
2,a9006d2d-1e9e-43c3-b6df-3762a504995f,74,abundant,section_4,section_3
2,1a8f0efb-d26b-4441-8961-8221cda95262,6,common,section_1,section_3
2,08cb52f5-570c-468d-bc68-610d75421588,6,common,section_1,section_3
2,a9ef8555-2ebc-4345-b021-5082ffebdcb7,8,common,section_2,section_3
1,0f38564b-babb-43bd-b8e1-3f653ec442bb,11,common,section_2,section_2
1,c9f40dfb-0a95-4038-a148-d4ba180b91e2,98,abundant,section_4,section_2
1,e954fd06-34b9-442f-99da-833d701216ec,13,abundant,section_3,section_2
1,f39b36c5-c265-4825-ba79-87f998ed6746,34,abundant,section_4,section_2
1,09cbe21a-f820-4db4-a314-cb3cc7fa17ff,6,common,section_1,section_2
1,c3799f7d-5ba9-4266-beff-1cb38febbc86,13,abundant,section_3,section_2
1,87427ec4-0f68-49b0-b2ed-a817c88f1ece,7,common,section_2,section_2
